,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_DR_L288M1NAAA,66.382170,33.617830,1.144317,63.573148,1.053333,57.181127,1.088366,60.464773,0.625763,34.764630,0.528333,113.678034,0.348333,0.193333,-85.964631,85.230173,194.163450,-158.594399,-101.291514,27.138872,43.047041,10.202667,6.725000,3.477667,43.475463,6.570236,1.182333,-6.523000,7.705333,21.485914,69.485008,9.507333,-0.050000,9.557333,21.740216,81.034535,30.892000,32.125667,-5.590333,8.256000,31.508667,8.256000,38.248667,7.564134,54.469435,99.691358,66.382170,-9.783333,-2.505333,-11.178000,-11.232667,-7.727000,-12.582667,10.077333,50.085180,45.535290,88.101192,70.541035,-18.472667,-32.658667,14.186000,61.841937,17.761934,10.527333,42.785333,3.592000,44.180333,52.870333,4.150333,49.862667,65.905661,46.003596,72.540011,97.267186,1.614333,-13.721333,15.335667,44.200566,77.077222,12.804000,-5.185667,17.989667,16.813759,92.515032,7.222667,16.771667,-6.541000,-4.466667,12.170333,-4.466667,23.312667,53.403721,64.971033,97.014702,66.382170,27.108667,-4.483333,31.592000,85.218521,71.474297,110.916667,-128.650000,0.559333,-0.990000,65.832694,52.650507,0.679333,-0.304000,21.094021,73.723911,0.142667,-0.057000,18.963579,53.506108,1.033667,-0.297000,16.320225,97.757242,0.403000,-0.086333,20.939700,66.554882,0.079333,-0.010667,49.571889,1.887647,0.999000,-0.197333,53.581277,9.275212,0.295000,-0.015333,53.202931,83.471648,0.045333,-0.323000,5.586040,53.217463
M_DR_L315M3NAAA,64.211796,35.788204,1.040623,65.038958,1.108333,54.140001,0.939135,58.695948,0.592143,37.008958,0.555000,108.113958,0.426667,0.150000,-76.371282,82.786488,96.282220,-117.253473,-39.712662,19.668723,-1.918851,24.549333,14.533000,10.016333,61.315143,49.775087,6.617667,-6.978667,13.596333,22.114862,65.395386,14.051667,2.696333,11.355333,43.152577,41.277224,57.375000,58.071333,21.503000,31.033000,59.559000,31.033000,38.248000,6.321347,52.183127,92.774538,64.211796,-6.581667,4.258333,-9.612333,-7.791000,-1.586333,-10.841667,15.615667,20.002916,39.849181,83.755318,69.768435,6.305000,-12.265667,18.570667,82.708289,53.120097,42.038000,73.545667,40.360667,74.044000,77.565333,41.553000,38.178333,63.760630,21.972774,72.489833,100.000000,9.630667,-6.293000,15.923667,75.264452,18.048724,12.066000,-0.777667,12.843667,15.221343,75.473057,21.418667,24.290667,6.063667,15.927000,25.437333,12.718667,19.817667,31.834513,6.468540,96.847288,87.526427,23.228000,-22.401667,45.629667,37.518769,87.524370,66.266667,-85.103333,1.399000,-0.453667,7.220099,62.403732,1.039000,-0.455667,19.250017,34.550181,0.291333,-0.138667,18.951057,66.973670,1.044333,-0.394000,17.448748,34.974884,0.587667,-0.256000,19.247336,34.403429,0.134667,-0.079000,21.500488,48.276267,1.513000,-0.028333,49.773746,31.182675,0.573000,-0.017333,17.600955,62.858296,0.063000,-0.568667,57.578616,18.951773
M_DR_L324M1NAAA,68.228239,31.771761,1.222863,69.493833,1.170000,51.320902,1.045678,59.425039,0.650270,36.954336,0.536667,111.829523,0.450000,0.220000,-104.749178,116.330400,251.803131,-161.762141,-80.720900,25.104386,66.361350,24.369667,14.564333,9.805333,24.831723,86.649165,4.703667,-3.435667,8.139333,30.993019,72.184408,13.851667,0.846667,13.005000,24.554619,77.916597,51.444000,54.581000,2.523667,21.195000,49.585333,21.195000,52.057333,8.240417,55.381829,96.652720,68.228239,-6.054667,5.254000,-8.454000,-6.225000,0.021667,-7.104667,13.708000,54.035095,4.698082,88.565759,70.507252,-22.120000,-40.972000,18.852000,85.887338,10.190067,14.297667,56.549667,4.542000,57.981333,65.513333,9.809333,60.971333,67.800564,44.105440,73.204089,96.858133,-4.463667,-25.512000,21.048333,43.923751,75.036899,11.905333,-6.758667,18.664000,66.267225,74.424762,12.192667,13.901000,-7.344667,-1.889000,17.617000,-1.889000,24.961667,50.248567,6.990935,94.434488,68.228239,32.471667,-12.944667,45.416333,85.022139,71.361428,132.050000,-119.050000,0.816667,-0.744000,6.424377,53.835464,0.956333,-0.212667,17.165956,77.043970,0.191000,-0.077000,13.810618,83.320121,0.724000,-0.290333,12.403137,97.572839,0.269667,-0.140333,44.159301,45.350666,0.071000,-0.010667,56.681622,1.710697,1.038000,-0.271000,48.405906,6.415113,0.254333,-0.027667,55.208818,50.208700,0.065333,-0.384667,1.998901,55.159534
M_DR_L351M1NAAA,77.850972,22.149028,0.515593,28.965918,0.965000,62.271242,0.537361,30.188840,0.280260,15.744944,0.491667,122.204469,0.278333,0.281667,-27.456826,36.215210,106.881760,-153.146489,-77.075903,4.747122,58.311082,28.829333,26.822667,2.006667,14.000448,72.556135,1.371000,-1.149000,2.520000,39.176710,52.128847,4.931667,-0.476333,5.408000,35.411384,51.279249,48.437333,48.545667,33.901667,46.435667,49.557333,45.956000,15.656333,3.974662,56.943362,93.604654,85.865544,0.136667,2.895667,-0.922333,-0.583667,1.886333,-1.433000,4.697000,40.896359,51.007259,98.575429,83.424952,27.125333,7.276667,19.848667,37.878661,35.773758,37.753667,58.410000,24.358000,58.420000,58.447667,25.362667,34.928000,77.166208,8.953969,78.204062,100.000000,15.460333,1.039667,14.420667,81.156889,54.781201,-26.869667,-40.339000,13.469333,46.021511,38.291226,1.242000,13.473000,-11.582667,-9.300667,3.963333,-9.473667,25.055667,42.796024,74.898145,97.869250,79.841022,23.391667,-2.592667,25.984333,83.162372,82.812545,65.666667,-89.430000,0.628000,-0.191333,17.085610,52.338518,0.525000,-0.155000,22.437999,32.660782,0.075667,-0.058000,39.560039,63.079725,0.256333,-0.209333,17.531176,66.484517,0.119333,-0.078000,44.763906,62.908785,0.013333,-0.013667,27.812807,6.663864,0.677333,-0.008000,30.561861,57.817010,0.215333,-0.013000,38.203727,2.367942,0.007333,-0.199667,6.492924,38.237355
M_DR_L356M1NAAA,62.326432,37.673568,0.813400,68.951776,0.991667,61.098931,0.827691,70.165716,0.415490,35.220796,0.523333,116.078599,0.331667,0.138333,-104.335938,75.613415,160.891880,-189.694870,-84.915396,-2.439577,72.080878,33.840000,27.423667,6.416333,14.200299,15.872063,12.088000,-2.027667,14.115667,20.478317,42.793623,4.718333,-7.522667,12.241000,29.312075,79.052865,60.463000,60.900000,15.264333,25.657667,58.690000,25.657667,45.955667,1.523810,51.845867,89.486205,62.326432,-0.954667,12.304333,-4.952333,-5.334667,0.658333,-6.939333,19.243667,16.143571,61.817274,82.753521,65.821514,-10.767667,-23.554333,12.786667,21.760349,33.904762,17.752000,46.121333,10.658667,48.231000,64.160333,11.191000,54.091333,61.817274,45.836156,72.528348,98.534798,3.911000,-15.587667,19.498667,20.907310,66.298544,5.830333,-11.366333,17.196667,58.215700,83.056087,-13.224000,10.568333,-16.821667,-14.696000,2.420333,-16.329667,28.619333,33.210617,21.057771,84.563832,74.882486,31.413333,-96.780667,128.194000,54.669793,33.675740,23.266667,-42.896667,0.258000,-0.266333,0.190476,7.238095,0.177000,-0.202000,7.428571,5.523810,0.063667,-0.039667,7.428571,5.523810,0.141667,-0.176000,7.238095,0.190476,0.098333,-0.106000,7.428571,5.523810,0.004667,-0.015333,20.000000,7.619048,0.005667,-0.057333,0.190476,13.142857,0.034333,-0.038667,1.523810,6.476190,0.039000,-0.054333,5.142857,7.238095
M_DR_L357M1NAAA,69.840012,30.159988,1.109040,71.092308,1.246667,48.608317,0.899386,57.652951,0.670703,42.993803,0.660000,91.802903,0.391667,0.188333,-49.286861,55.776329,115.961320,-110.792701,-59.966311,29.468333,56.963587,28.420000,22.769667,5.650333,55.475352,57.337777,-2.325000,-11.195333,8.870333,34.619104,34.523810,13.071333,-11.941667,25.013000,32.611782,85.407864,43.722000,47.501667,4.791667,21.141333,49.388000,21.141333,44.831333,9.392606,55.097250,100.000000,69.840012,-7.123333,-2.267333,-12.095333,-8.334333,-1.505000,-9.033000,10.887333,32.912056,27.803907,89.235273,80.863095,16.647000,-6.230333,22.877333,59.698329,23.158535,-0.630667,37.279000,-0.650667,38.082667,42.112333,3.644000,42.763000,69.434943,17.957746,73.700537,97.260507,-0.050667,-9.072667,9.022000,58.297843,30.046948,4.140667,-14.484000,18.624667,33.937235,90.951263,10.047333,15.236000,-5.508333,-3.294000,16.553000,-3.294000,22.088667,42.868181,50.538229,95.468226,69.840012,37.006000,-5.124000,42.130000,67.441315,80.882797,46.736667,-83.746667,0.768333,-0.591333,7.018360,63.453638,0.973000,-0.324000,26.545244,92.659988,0.110667,-0.070333,15.955036,48.148055,0.428000,-0.336000,15.095015,66.454840,0.394667,-0.144000,26.300721,68.582607,0.078667,-0.026667,31.189917,59.137883,0.826000,-0.158667,49.052370,5.404790,0.159000,-0.031333,45.121982,53.663229,0.071333,-0.477667,4.072211,45.691790
M_IZ_L031M3NAAA,67.723138,32.276862,1.097733,69.476793,1.146667,52.336464,0.957235,60.584523,0.538687,34.094093,0.553333,108.435708,0.363333,0.230000,-84.154538,68.222663,149.111112,-217.078545,-83.763974,1.590823,29.342872,23.238333,17.920000,5.318333,38.898136,67.938988,7.426333,-2.863667,10.290000,22.387925,77.288148,7.678000,-6.429333,14.107333,40.686695,87.493728,39.857000,41.071000,1.954667,15.697333,43.412000,15.697333,41.472333,3.782173,55.220930,88.347522,67.723138,1.385000,4.275333,-7.052000,-7.217000,1.371000,-7.972000,12.247333,22.251304,67.287001,94.919409,70.053327,16.230000,-9.714667,25.944667,91.547428,67.729579,0.400000,47.116333,0.245333,48.924000,63.971667,-1.103667,65.075333,67.287001,14.057971,74.995252,98.253585,12.893333,4.823667,8.069667,65.031024,68.606940,-7.957333,-37.752333,29.795000,73.099846,33.333333,2.219000,10.049333,-17.025333,-15.457667,9.066667,-15.457667,27.641000,37.914287,65.692466,94.340542,67.723138,13.547667,-27.885000,41.432667,85.172690,30.383529,99.490000,-45.730000,0.619000,-0.384333,12.661013,52.607839,0.897333,-0.261333,24.547753,97.379445,0.112333,-0.102667,18.446075,48.233073,0.354667,-0.221667,18.241131,96.510902,0.698667,-0.101333,49.413683,64.683571,0.202333,-0.015000,50.291044,7.262964,1.206667,-0.133667,51.596235,5.523501,0.283000,-0.093000,53.611647,20.078055,0.275667,-0.280000,41.748295,55.075159
M_IZ_L043M2NAAA,69.486596,30.513404,1.026027,61.073016,1.423333,42.239528,0.723313,43.054327,0.486443,28.954960,0.636667,94.530414,0.506667,0.280000,-61.687908,93.048755,162.464291,-121.901889,-104.237392,22.459213,74.833838,13.424000,1.956333,11.467667,18.886576,48.606622,0.712667,-3.427667,4.140333,60.534953,30.239724,15.760000,3.678000,12.082000,26.807416,87.350787,31.840000,31.968333,-6.596333,14.161000,34.026333,14.161000,40.622667,2.060606,54.273040,88.219235,69.486596,-6.748000,3.954333,-7.547667,-2.555333,-2.455000,-8.938667,13.276667,58.950873,4.487462,78.423795,83.878023,1.837333,-12.521667,14.359000,9.965462,82.818934,16.424333,53.102333,9.823333,54.182000,59.959667,15.757333,50.136333,69.134600,37.619653,73.457363,95.820412,1.928333,-4.612333,6.540667,82.465451,61.709519,4.928333,-6.256667,11.185000,68.400057,0.582341,12.185333,20.194333,-4.131333,-2.724000,15.681333,-2.724000,24.325667,52.193985,48.639829,89.088609,69.486596,-1.642333,-18.360333,16.718000,84.028885,66.416024,72.670000,-35.273333,0.783667,-0.691000,6.437839,55.350113,0.892000,-0.352333,51.325098,2.100336,0.065000,-0.076333,19.478800,2.693878,0.384000,-0.212000,10.768703,31.800158,0.369333,-0.172000,48.442653,2.221109,0.115333,-0.008667,54.217035,28.722020,1.284333,-0.155000,54.106585,6.192315,0.241000,-0.101000,56.538710,22.595986,0.193000,-0.048333,47.739248,4.430139
M_IZ_L043M3NAAA,67.075819,32.924181,1.150933,68.102564,1.311667,45.837375,0.878836,52.002144,0.534097,31.603353,0.605000,99.908659,0.451667,0.255000,-74.814098,94.818256,181.951784,-134.938915,-104.422095,36.148171,53.449525,22.368667,9.055667,13.313000,22.570492,48.494793,2.410000,-3.762000,6.172000,37.727262,38.458829,8.020000,-1.666000,9.686000,36.928377,46.039915,39.177333,39.318333,-0.744000,16.029333,40.224333,16.029333,41.713667,2.921647,54.421256,93.209610,67.075819,-3.414333,5.040333,-5.244000,-0.271333,0.262000,-4.963667,11.317000,50.565866,6.087645,77.567187,81.047828,5.993000,-11.666333,17.659333,52.969284,85.797970,13.563000,53.591333,4.882333,54.529667,59.902000,8.775000,55.019667,66.693841,33.377301,71.653356,98.060353,3.037000,-2.557667,5.594667,80.302913,64.871637,-3.297667,-14.932333,11.634667,76.954865,60.266328,14.361333,22.534667,-1.417333,3.079333,19.067000,3.079333,23.952000,51.670093,27.689583,94.320539,67.075819,20.694333,-34.604000,55.298333,83.550613,3.955684,99.603333,-39.046667,0.936333,-0.970333,19.660321,67.118479,1.086667,-0.248000,51.636310,91.241287,0.050000,-0.067000,49.074692,66.418522,0.328667,-0.357333,51.359956,46.243953,0.423667,-0.140000,40.394883,32.380741,0.130000,-0.009333,54.113044,62.317811,1.600667,-0.103000,53.975289,7.138110,0.271667,-0.108000,56.240502,16.711554,0.608000,-0.311667,50.500603,57.389537
M_IZ_L076M3NAAA,66.468799,33.531201,1.078493,57.983513,1.253333,47.901715,0.860771,46.278015,0.550777,29.611649,0.663333,90.522268,0.381667,0.208333,-22.672116,62.609042,119.908323,-144.591315,-121.584092,5.631715,64.358453,9.591333,6.987333,2.604000,68.849934,23.585000,3.305333,-0.720667,4.026000,26.266070,26.763397,8.866000,-1.341000,10.207000,35.900125,58.546954,28.464667,28.643000,-2.257667,8.236000,31.399000,8.236000,33.656667,2.049180,52.821222,90.711448,66.468799,-6.929333,2.999667,-9.623667,-9.790667,-5.267333,-12.181333,15.181000,43.308710,66.069618,100.000000,75.941753,1.461333,-10.872667,12.334000,56.504525,62.547750,15.342000,45.392667,10.713000,46.233667,55.021333,10.054000,45.153333,66.069618,43.324216,75.770432,99.330656,7.796667,-1.786000,9.582667,79.751586,12.639922,11.484000,-5.158333,16.642333,12.639922,85.131235,4.005000,15.930333,-14.856000,-15.337000,4.673000,-16.147667,32.078000,46.301411,66.069618,91.197026,68.569351,21.883667,-1.704000,23.587667,79.797780,81.085741,103.140000,-61.283333,0.828333,-0.501667,2.920224,49.110231,0.983667,-0.333333,34.238520,40.584212,0.142667,-0.075000,15.970299,69.712779,0.585667,-0.313667,13.393556,64.989350,0.630000,-0.139333,16.503349,2.387174,0.129000,-0.036333,41.783828,40.855472,1.710000,-0.033333,46.949127,3.214758,0.617000,-0.018000,48.272945,0.661750,0.030667,-0.543667,43.558175,50.045205
M_IZ_L077M1NAAA,63.168925,36.831075,1.032173,62.204374,1.271667,47.183308,0.811743,48.920121,0.513880,30.969611,0.655000,91.635097,0.421667,0.195000,-0.958803,52.530977,101.158999,-148.199401,-72.900627,2.652731,43.886863,2.187000,-7.033000,9.220000,69.852202,23.731138,11.236333,0.796667,10.439667,15.988705,66.708180,13.899000,0.480000,13.419000,24.525778,72.631895,12.636333,12.753333,-19.698667,-10.432333,19.000333,-10.432333,38.699000,2.635046,52.027734,87.947363,63.168925,3.471000,12.786667,3.104333,2.942000,4.722667,0.844333,11.942333,20.973616,42.040823,90.139325,68.812079,8.773000,-12.804333,21.577333,43.090809,87.645693,2.471333,33.310333,-0.396000,34.549000,52.563667,-0.662333,53.812000,62.775731,25.700210,73.135684,98.822987,1.755333,-6.295333,8.050667,26.343531,73.141317,2.700000,-9.280000,11.980000,71.032822,24.645673,-0.206667,16.742667,-9.829000,-5.604000,7.560667,-7.971667,26.571667,50.982992,4.455851,84.796140,65.007776,10.629000,-11.526333,22.155333,67.579596,72.218568,24.710000,-21.110000,0.369000,-0.364000,33.071904,32.742523,0.535333,-0.140333,11.966118,1.050906,0.030667,-0.034667,9.997095,29.981949,0.190667,-0.165667,10.522548,33.071904,0.281667,-0.090667,11.966118,1.446163,0.041000,-0.017000,30.113182,39.973857,0.685000,-0.039333,32.479018,1.975247,0.106333,-0.024000,32.217070,2.102331,0.012667,-0.103000,20.341726,33.141411
M_IZ_L080M1NAAA,66.638245,33.361755,0.818310,70.543966,1.286667,47.110682,0.641276,55.282403,0.422750,36.443966,0.601667,100.878053,0.488333,0.196667,-62.359054,135.690685,210.076378,-162.374355,-176.795174,25.309994,23.281198,28.435667,8.923667,19.512000,72.824825,46.019913,-3.305000,-16.725333,13.420333,10.883240,71.009510,1.097333,-26.126333,27.223667,98.564815,56.489275,61.069000,61.247000,1.400000,20.111667,63.526667,20.111667,62.210667,1.544402,58.028153,95.951916,66.638245,-4.416333,7.671333,-15.374333,-14.371000,-2.613000,-14.573000,23.364000,13.483215,64.161429,83.189046,67.378986,15.688667,-2.695667,18.384333,77.006685,65.223456,22.696667,50.098667,15.210000,51.976000,73.875333,18.506000,60.039333,66.245656,42.182861,74.059488,99.292596,1.578000,-14.719667,16.297667,33.037037,68.988238,8.905667,-9.639333,18.545000,47.104193,90.454740,2.960667,20.516667,-11.350333,-11.610000,5.657667,-12.290667,33.062333,52.107804,66.116956,96.474117,67.082690,9.179000,-6.273667,15.452667,60.674407,71.235611,45.546667,-41.426667,0.879333,-0.261000,4.818497,78.493922,0.608667,-0.140667,26.557289,23.545653,0.139667,-0.053000,11.955438,25.373427,0.474000,-0.303000,10.527671,2.342575,0.317333,-0.087000,32.723956,2.851816,0.087333,-0.053333,49.664325,5.398935,0.916667,-0.084000,52.314296,68.224028,0.202000,-0.057000,48.190280,1.023130,0.070333,-0.127333,18.655048,46.913556
M_IZ_L085M2NAAA,74.085286,25.914714,0.645663,44.223516,1.785000,33.629524,0.361715,24.775018,0.304467,20.853881,0.925000,65.018291,0.448333,0.411667,-39.151217,11.769701,21.299494,-63.479341,-81.216767,12.749322,0.077955,16.455333,9.149667,7.305667,56.858419,32.546224,4.171000,-4.670667,8.841667,36.831008,58.551862,3.481000,-6.230000,9.711000,36.835570,60.536055,43.576000,43.584667,10.665667,21.625000,44.363333,21.625000,34.947667,2.017291,59.413277,96.727920,74.085286,-4.294333,9.116000,-7.706333,-7.695000,-2.441000,-7.760333,16.918000,48.105137,73.525711,92.553639,74.909945,2.582667,-11.313000,13.895667,60.900353,47.533116,28.221667,47.938333,16.265333,47.995667,51.237333,29.813000,34.972000,73.805040,43.391429,81.069657,100.000000,-4.286333,-13.387667,9.101333,59.871876,72.125397,9.752333,-1.135000,10.887333,74.358510,63.102543,4.779333,17.604333,-1.849000,2.401333,12.703000,2.401333,19.453333,53.634860,26.455116,87.146946,74.085286,26.584667,3.184667,23.400000,69.317950,34.586910,41.516667,-39.706667,0.307000,-0.200000,19.366897,78.654605,0.976000,-0.084333,37.921337,71.413390,0.201333,-0.023333,23.821627,73.515130,0.542667,-0.091000,22.616590,91.433993,0.453667,-0.041667,40.112839,71.054078,0.069333,-0.009333,48.865893,67.063461,0.705000,-0.069000,54.006180,3.920493,0.162000,-0.004333,50.687386,91.279492,0.008333,-0.156000,49.055013,58.533368
M_IZ_L091M2NAAA,70.052739,29.947261,1.224173,68.009630,1.615000,37.166489,0.758206,42.122549,0.618013,34.334074,0.741667,80.919540,0.523333,0.350000,4.045650,52.502559,114.395401,-161.172422,-67.916328,-0.923411,88.174899,9.311000,5.380667,3.930333,39.288522,22.088353,3.057667,-3.899000,6.956667,22.719518,72.435840,3.500667,-3.527333,7.028000,37.651465,54.348308,27.280333,27.463000,-9.956333,6.368333,31.264667,6.368333,41.221000,1.149777,60.249606,89.370887,70.052739,-3.984667,1.702333,-12.849333,-12.998667,-6.088000,-13.664333,15.366667,39.874815,69.743018,100.000000,72.236022,25.997000,7.350667,18.646333,34.271819,68.008849,3.507667,50.850333,1.272000,52.262000,66.401333,1.444667,65.474667,69.743018,41.430153,76.042585,97.913353,23.187333,5.561333,17.626000,82.649902,41.261620,18.098333,-12.975000,31.073333,73.674723,99.789695,5.605000,13.468333,-14.947333,-15.133667,18.341333,-15.510667,33.871667,46.736726,69.743018,81.513392,70.784863,20.230000,-26.723333,46.953333,44.477587,77.068384,127.846667,-52.646667,0.591333,-0.240000,9.131704,72.237816,0.941333,-0.265667,50.155935,1.343050,0.072000,-0.123000,15.786256,47.797753,0.139000,-0.636000,34.738853,47.201709,0.560000,-0.086333,22.197520,32.678486,0.212000,-0.008000,50.261088,3.149293,1.510667,-0.059000,49.842449,2.988468,0.344667,-0.009000,54.059135,57.514985,0.017000,-0.571667,4.521026,54.781757
M_IZ_L139M1NAAA,79.561277,20.438723,0.719063,42.801389,2.181667,27.518110,0.330080,19.647645,0.320683,19.088294,1.106667,54.339678,0.441667,0.633333,-14.969005,11.935493,32.403643,-172.700142,-24.619051,18.247740,341.048736,24.293000,20.407667,3.885333,52.536684,59.640715,3.348333,-7.530333,10.878667,14.596972,61.026859,7.542667,-0.825667,8.368333,51.144366,69.052965,38.617667,38.869333,13.993667,35.084000,45.194667,35.052333,31.201000,25.794531,55.686233,89.338252,87.026169,-5.146333,0.774000,-12.364333,-10.842000,-5.378000,-10.842000,13.138333,21.722263,72.298303,93.529068,79.561277,3.912333,-9.427000,13.339333,89.830692,22.185455,8.019000,61.225000,0.888000,61.743667,67.717667,5.866333,66.829667,79.331959,16.457489,83.840063,99.608764,6.893667,-2.492000,9.385667,86.143001,64.597852,1.245333,-11.101000,12.346333,56.502243,75.516128,0.297667,20.769333,-37.825333,-32.919667,13.966333,-32.919667,58.594667,59.352063,76.821401,90.501343,79.561277,18.420333,-20.663667,39.084000,65.264737,86.803852,84.406667,-51.560000,0.372667,-0.251333,40.881416,95.532904,0.858000,-0.075333,14.368751,97.951308,0.046667,-0.022667,85.582277,85.496046,0.105333,-0.205333,64.535588,69.031993,0.552667,-0.034000,14.137269,87.608723,0.028667,-0.011667,71.284156,41.650568,0.290667,-0.030000,57.515359,3.589757,0.108667,-0.007667,51.384498,93.261627,0.006000,-0.054667,2.727960,71.976446
M_IZ_L148M1NAAA,60.435901,39.564099,1.059197,69.683991,1.350000,44.556438,0.786585,51.748983,0.583587,38.393860,0.716667,84.376546,0.410000,0.223333,-49.377782,18.586768,41.463433,-101.450476,-28.870564,-0.210317,-0.616933,40.321667,27.050333,13.271333,43.209427,93.478691,-2.524000,-13.924000,11.400000,98.251748,58.441179,-8.307333,-30.816667,22.509333,100.000000,54.164278,64.886333,66.739000,41.836000,48.680333,66.121667,48.540333,25.248333,7.696029,48.772082,100.000000,62.602914,5.094000,10.689000,-2.361667,-2.429000,0.638667,-3.779333,14.468333,20.287667,59.948047,100.000000,76.461383,14.997333,3.108667,11.888667,70.920849,17.098386,23.430333,49.276667,20.664000,49.962000,58.102667,25.326667,37.438667,60.064597,41.179701,70.860507,99.235739,-1.675333,-11.956333,10.281000,92.825932,61.638257,5.138000,-9.635000,14.773000,53.059118,77.513569,-8.317333,9.976333,-9.819667,-9.057333,-7.084667,-9.730000,19.925333,25.255099,41.707720,83.952004,83.996171,25.313000,1.192000,24.121000,97.126319,66.691387,84.286667,-63.910000,0.976000,-0.261333,14.619046,72.605506,0.649000,-0.017667,20.636850,96.669318,0.095667,-0.021333,19.203693,96.552768,0.235000,-0.270667,13.744686,34.051987,0.303000,-0.018000,42.088616,96.552768,0.072000,-0.011667,47.519968,1.871720,0.851667,-0.008667,41.715013,69.349582,0.448667,-0.008667,43.409374,90.660321,0.002667,-0.214333,90.066931,44.255629
M_IZ_L148M6NAAA,66.894686,33.105314,0.954790,58.587907,1.243333,48.271182,0.767987,47.125134,0.486883,29.875955,0.663333,90.523969,0.353333,0.226667,-35.905108,20.982471,73.833127,-96.400564,-35.537300,37.410153,22.102520,35.930000,22.218333,13.711667,51.109814,64.921355,-1.489000,-13.901667,12.412667,22.514350,69.453548,-9.029667,-25.225667,16.196000,14.924320,56.035930,48.370000,50.953333,31.573333,37.170000,48.608333,37.170000,19.380000,8.988472,52.284518,91.503514,66.894686,4.502333,11.563000,0.203000,0.063667,3.284667,-1.136333,12.699333,30.590096,66.492426,95.511204,74.799547,17.389333,-2.091000,19.480333,75.744179,22.394799,10.694333,39.730000,9.770333,40.323000,44.190667,9.960000,35.054000,66.492426,12.996982,71.589150,98.270731,-1.359000,-14.009000,12.650000,35.223045,62.604519,-11.935000,-35.582667,23.647667,50.299649,79.352995,-6.324667,14.249667,-12.203667,-11.468667,-1.073667,-11.468667,26.453333,48.141011,65.556833,93.590952,66.894686,23.641667,-38.655667,62.297333,87.776281,27.425558,43.183333,-62.910000,0.541667,-0.391333,19.664419,61.060310,0.747667,-0.208000,26.260340,63.805876,0.055667,-0.027667,35.321479,80.206974,0.224000,-0.170667,27.803165,97.597061,0.192000,-0.183000,22.458227,56.447453,0.015333,-0.024333,34.995928,55.908018,0.685000,-0.091667,49.340109,2.812657,0.050000,-0.235333,56.468461,22.118870,0.402333,-0.033000,48.944173,3.868256
M_IZ_L157M1NAAA,66.331380,33.668620,1.119970,78.319580,1.321667,45.399109,0.847108,59.238320,0.538463,37.654779,0.646667,92.792103,0.383333,0.291667,-56.437286,56.102367,29.269070,-75.635956,-70.639408,-7.312457,39.085349,26.280333,9.637667,16.642667,73.895039,48.854962,12.211000,-0.283333,12.494333,28.536313,46.877997,23.384333,1.860333,21.524000,30.766788,26.691729,47.636000,48.243000,2.588667,6.629333,43.490667,6.629333,45.829667,6.560680,62.673907,99.239995,66.331380,1.107000,15.891667,-6.678667,10.156667,10.156667,-8.503667,26.856333,54.825635,29.739753,66.331380,87.143604,-12.683333,-33.947667,21.264333,98.730616,53.121779,33.731333,41.756667,29.731000,32.283667,46.757667,29.650333,17.248333,9.836474,25.458338,83.349812,100.000000,-7.160333,-20.886333,13.726000,47.297038,72.204886,22.828333,4.477667,18.350667,48.367978,77.047411,-7.538667,15.926667,-13.181000,-10.377333,6.327000,-10.899333,29.152000,37.075918,43.566936,86.504119,77.527309,17.551667,-47.889333,65.441000,71.524082,31.470257,44.290000,-49.483333,1.470333,-1.174667,3.279147,53.345823,0.795667,-0.320000,3.153834,62.925952,0.182000,-0.085000,25.096942,67.552155,1.221333,-0.520667,9.711160,66.917293,0.455000,-0.187667,50.466498,11.023667,0.204000,-0.033667,53.720366,16.306213,0.893667,-0.075000,43.365377,23.764521,0.116000,-0.077667,40.466018,4.539911,0.570000,-0.237667,36.050410,55.994126
